Title,Authors,Author Birth Years,Languages,LCC Subjects
The History of the Post Office in British North America,"Smith, William",1859,en,HE
Stories and Pictures,"Peretz, Isaac Loeb",1851,en,PJ
Jane Oglander,"Lowndes, Marie Belloc",1868,en,PR
Kitty's Conquest,"King, Charles",1844,en,PS
The Piskey-Purse: Legends and Tales of North Cornwall,"Tregarthen, Enys",1851,en,GR
The City of Numbered Days,"Lynde, Francis",1856,en,PS
Caybigan,"Hopper, James",1876,en,PS
In Touch with Nature: Tales and Sketches from the Life,"Stables, Gordon",1840,en,PZ
Born to Wander: A Boy's Book of Nomadic Adventures,"Stables, Gordon",1840,en,PZ
In the Land of the Great Snow Bear: A Tale of Love and Heroism,"Stables, Gordon",1840,en,PZ
"The Gentleman Cadet
His Career and Adventures at the Royal Military Academy Woolwich","Drayson, Alfred W. (Alfred Wilks)",1827,en,PZ
The Young Dragoon: Every Day Life of a Soldier,"Drayson, Alfred W. (Alfred Wilks)",1827,en,PZ
Jack Buntline,"Kingston, William Henry Giles",1814,en,PZ
The Claw,"Stockley, Cynthia",1883,en,PR
Pink Gods and Blue Demons,"Stockley, Cynthia",1883,en,PR
Wild Honey: Stories of South Africa,"Stockley, Cynthia",1883,en,PR
Famous Men of the Middle Ages,"Haaren, John H. (John Henry)",1855,en,CT
The Outspan: Tales of South Africa,"Fitzpatrick, Percy",1862,en,PR
The Bigamist,"Young, F. E. Mills (Florence Ethel Mills)",1875,en,PR
The Shadow of the Past,"Young, F. E. Mills (Florence Ethel Mills)",1875,en,PR
Coelebs: The Love Story of a Bachelor,"Young, F. E. Mills (Florence Ethel Mills)",1875,en,PR
Hot corn: Life Scenes in New York Illustrated,"Robinson, Solon",1803,en,PS
The Triumph of Jill,"Young, F. E. Mills (Florence Ethel Mills)",1875,en,PR
"The Decameron, Volume I","Boccaccio, Giovanni",1313,en,PQ
The City in the Clouds,"Thorne, Guy",1876,en,PR
The Ranch Girls and Their Heart's Desire,"Vandercook, Margaret",1876,en,PZ
Stage-coach and Tavern Days,"Earle, Alice Morse",1851,en,E151
"The Assembly of God. Miscellaneous Writings of C. H. Mackintosh, vol. III","Mackintosh, Charles Henry",1820,en,BR
Chaucer and His England,"Coulton, G. G. (George Gordon)",1858,en,PR DA
Fly Fishing in Wonderland,"Barnes, Orange Perry",1858,en,SH
Maurice Guest,"Richardson, Henry Handel",1870,en,PR
Dickens As an Educator,"Hughes, James L. (James Laughlin)",1846,en,PR
"The Works of Honoré de Balzac: About Catherine de' Medici, Seraphita, and Other Stories","Balzac, Honoré de",1799,en,PQ
Abraham Lincoln's Religion,"Peters, Madison Clinton",1859,en,E456
Virginia Architecture in the Seventeenth Century,"Forman, Henry Chandlee",1904,en,NA F206
Susan Clegg and Her Love Affairs,"Warner, Anne",1869,en,PS
The Getting of Wisdom,"Richardson, Henry Handel",1870,en,PR
The life and teaching of Karl Marx,"Beer, Max",1864,en,HB
The Red Cross Barge,"Lowndes, Marie Belloc",1868,en,PR
Soft Candy for Bees,"Gates, Burton N. (Burton Noble)",1881,en,SF
Henry James,"West, Rebecca",1892,en,PS
"The Whale and the Grasshopper, and Other Fables","O'Brien, Seumas",1880,en,PR
"The Deluge: An Historical Novel of Poland, Sweden, and Russia. Vol. 2 (of 2)","Sienkiewicz, Henryk",1846,en,PG
"The Journal, with Other Writings of John Woolman","Woolman, John",1720,en,BX
The Standard Galleries - Holland,"Singleton, Esther",1865,en,N
"The Bradys After a Chinese Princess; Or, The Yellow Fiends of 'Frisco","Doughty, Francis Worcester",1850,en,PS
"Geographic Variation in the Pocket Gopher, Thomomys bottae, in Colorado","Youngman, Phillip M.",1927,en,QH
"Disturbances of the Heart
Discussion of the Treatment of the Heart in Its Various Disorders, With a Chapter on Blood Pressure","Osborne, Oliver T. (Oliver Thomas)",1862,en,RC
Mrs. Bindle: Some Incidents from the Domestic Life of the Bindles,"Jenkins, Herbert George",1876,en,PR
"Harry Milvaine; Or, The Wanderings of a Wayward Boy","Stables, Gordon",1840,en,PZ
Turkish and Other Baths: A Guide to Good Health and Longevity,"Stables, Gordon",1840,en,RM
"O'er Many Lands, on Many Seas","Stables, Gordon",1840,en,PZ
Medical Life in the Navy,"Stables, Gordon",1840,en,V
The Domestic Cat,"Stables, Gordon",1840,en,SF
Wolfville,"Lewis, Alfred Henry",1857,en,PS
"Aileen Aroon, A Memoir
With other Tales of Faithful Friends and Favourites","Stables, Gordon",1840,en,PZ
Notes of a Camp-Follower on the Western Front,"Hornung, E. W. (Ernest William)",1866,en,D501
A Little Princess: Being the whole story of Sara Crewe now told for the first time,"Burnett, Frances Hodgson",1849,en,PZ
The Little Red Foot,"Chambers, Robert W. (Robert William)",1865,en,PS
My Lord Duke,"Hornung, E. W. (Ernest William)",1866,en,PR
The Crime Doctor,"Hornung, E. W. (Ernest William)",1866,en,PR
"Bel Ami; Or, The History of a Scoundrel: A Novel","Maupassant, Guy de",1850,en,PQ
The Clan Fraser in Canada: Souvenir of the First Annual Gathering,"Fraser, Alexander",1860,en,CS
"Count Frontenac
Makers of Canada, Volume 3","LeSueur, William Dawson",1840,en,F1001
Caught by the Turks,"Yeats-Brown, Francis",1886,en,D501
"Four Years in France
or, Narrative of an English Family's Residence there during that Period; Preceded by some Account of the Conversion of the Author to the Catholic Faith","Beste, Henry Digby",1768,en,DC
The Expositor's Bible: The Epistles of St. Paul to the Colossians and Philemon,"Maclaren, Alexander",1826,en,BS
Lighter Moments from the Notebook of Bishop Walsham How,"How, William Walsham",1823,en,PN
The Old-Fashioned Fairy Book,"Harrison, Burton, Mrs.",1843,en,PZ
The Ancestry of Modern Amphibia: A Review of the Evidence,"Eaton, Theodore H. (Theodore Hildreth)",1907,en,QH
Contemporary Socialism,"Rae, John",1845,en,HX
"Pray You, Sir, Whose Daughter?","Gardener, Helen H. (Helen Hamilton)",1853,en,PS
"Sex-Love, and Its Place in a Free Society","Carpenter, Edward",1844,en,HQ
Annie o' the Banks o' Dee,"Stables, Gordon",1840,en,PZ
Determinism or Free-Will?,"Cohen, Chapman",1868,en,BJ
The Inspector-General,"Gogol, Nikolai Vasilevich",1809,en,PG
Object: matrimony,"Glass, Montague",1877,en,PS
"Pan Michael: An Historical Novel of Poland, the Ukraine, and Turkey","Sienkiewicz, Henryk",1846,en,PG
Beautiful Bulbous Plants for the Open Air,"Weathers, John",1867,en,SB
"Making Up with Mr. Dog
Hollow Tree Stories","Paine, Albert Bigelow",1861,en,PZ
The Second Jungle Book,"Kipling, Rudyard",1865,en,PR
Sonnets and Other Verse,"MacKeracher, William M. (William Mackay)",1871,en,PS
Vacation Verse,"MacKeracher, William M. (William Mackay)",1871,en,PS
Verses of Feeling and Fancy,"MacKeracher, William M. (William Mackay)",1871,en,PS
Rob of the Bowl: A Legend of St. Inigoe's. Vol. 1 (of 2),"Kennedy, John Pendleton",1795,en,PS
A Far Country — Volume 1,"Churchill, Winston",1871,en,PS
"The Triumph of Music, and Other Lyrics","Cawein, Madison Julius",1865,en,PS
The True Story of my Parliamentary Struggle,"Bradlaugh, Charles",1833,en,DA
Wang the Ninth: The Story of a Chinese Boy,"Putnam Weale, B. L. (Bertram Lenox)",1877,en,PR
A Far Country — Volume 2,"Churchill, Winston",1871,en,PS
Embryology: The Beginnings of Life,"Leighton, Gerald R. (Gerald Rowley)",1868,en,QM
Letters to Severall Persons of Honour,"Donne, John",1572,en,PR
Tobacco Leaves: Being a Book of Facts for Smokers,"Brennan, William Augustine",1867,en,SB
A Far Country — Volume 3,"Churchill, Winston",1871,en,PS
"""Green Balls"" : The Adventures of a Night-Bomber","Bewsher, Paul",1894,en,D501
Fifty Years of Golf,"Hutchinson, Horace G. (Horace Gordon)",1859,en,GV
"The Executioner's Knife; Or, Joan of Arc","Sue, Eugène",1804,en,PQ
On the Field of Glory: An Historical Novel of the Time of King John Sobieski,"Sienkiewicz, Henryk",1846,en,PG
The Rising Tide of Color Against White World-Supremacy,"Stoddard, Lothrop",1883,en,HT
"Louis XIV and La Grande Mademoiselle, 1652-1693","Barine, Arvède",1840,en,DC
A Primer of Assyriology,"Sayce, A. H. (Archibald Henry)",1845,en,DS
The World Turned Upside Down,"Clayton, Ellen C. (Ellen Creathorne)",1834,en,PZ
Trumpeter Fred: A Story of the Plains,"King, Charles",1844,en,PZ PS
The Princess of Bagdad: A Play In Three Acts,"Dumas, Alexandre",1824,en,PQ
Simon Eichelkatz; The Patriarch. Two Stories of Jewish Life,"Frank, Ulrich",1850,en,PT
The Writings of Thomas Paine — Volume 1 (1774-1779): The American Crisis,"Paine, Thomas",1737,en,E201 JC
Paint Technology and Tests,"Gardner, Henry A. (Henry Alfred)",1882,en,TP
"The Life and Times of Kateri Tekakwitha, the Lily of the Mohawks","Walworth, Ellen H. (Ellen Hardin)",1858,en,E011
The Life and Death of Doctor Faustus Made into a Farce,"Marlowe, Christopher",1564,en,PR
How We Think,"Dewey, John",1859,en,BF
Views and Reviews,"James, Henry",1843,en,PR
"Within the Rim, and Other Essays, 1914-15","James, Henry",1843,en,PS
Whirlpools: A Novel of Modern Poland,"Sienkiewicz, Henryk",1846,en,PG
"Scientific Culture, and Other Essays
Second Edition; with Additions","Cooke, Josiah P., Jr. (Josiah Parsons)",1827,en,Q
The Writings of Thomas Paine — Volume 2 (1779-1792): The Rights of Man,"Paine, Thomas",1737,en,JC
"The Sin of Monsieur Pettipon, and other humorous tales","Connell, Richard Edward",1893,en,PS
"The Wanderer; or, Female Difficulties (Volume 1 of 5)","Burney, Fanny",1752,en,PR
"The Wanderer; or, Female Difficulties (Volume 2 of 5)","Burney, Fanny",1752,en,PR
"The Wanderer; or, Female Difficulties (Volume 3 of 5)","Burney, Fanny",1752,en,PR
The Writings of Thomas Paine — Volume 4 (1794-1796): The Age of Reason,"Paine, Thomas",1737,en,BL JC
"The Wanderer; or, Female Difficulties (Volume 4 of 5)","Burney, Fanny",1752,en,PR
"The Wanderer; or, Female Difficulties (Volume 5 of 5)","Burney, Fanny",1752,en,PR
King Lear's Wife; The Crier by Night; The Riding to Lithend; Midsummer-Eve; Laodice and Danaë,"Bottomley, Gordon",1874,en,PR
Comet's Burial,"Gallun, Raymond Z.",1911,en,PS
Puppets at Large: Scenes and Subjects from Mr Punch's Show,"Anstey, F.",1856,en,PR
"The Trial; Or, More Links of the Daisy Chain","Yonge, Charlotte M. (Charlotte Mary)",1823,en,PR
Aspects of Reproduction and Development in the Prairie Vole (Microtus ochrogaster),"Fitch, Henry S. (Henry Sheldon)",1909,en,QH
Rough-Hewn,"Fisher, Dorothy Canfield",1879,en,PS
"The Poetical Works of Elizabeth Barrett Browning, Volume 1","Browning, Elizabeth Barrett",1806,en,PR
The Barber of Paris,"Kock, Paul de",1793,en,PQ
The Rainbow Book: Tales of Fun & Fancy,"Spielmann, M. H. (Mabel Henrietta)",1862,en,PZ
Canada: Its Postage Stamps and Postal Stationery,"Howes, Clifton A. (Clifton Armstrong)",1872,en,HE
The Road to Providence,"Daviess, Maria Thompson",1872,en,PS
Boating,"Woodgate, Walter Bradford",1842,en,GV
The Builders,"Glasgow, Ellen Anderson Gholson",1873,en,PS
Bluebeard,"Johnson, Clifton",1865,en,PZ
The Judgment House,"Parker, Gilbert",1862,en,PS
The Great War in England in 1897,"Le Queux, William",1864,en,UA
The Prose Writings of Heinrich Heine,"Heine, Heinrich",1797,en,PT
The Debit Account,"Onions, Oliver",1873,en,PR
"Campaigning with Crook, and Stories of Army Life","King, Charles",1844,en,E011
The Tangled Skein,"Orczy, Emmuska Orczy, Baroness",1865,en,PR
"Boy Scouts in Glacier Park
The Adventures of Two Young Easterners in the Heart of the High Rockies","Eaton, Walter Prichard",1878,en,PZ
"Boy Scouts in the Northwest; Or, Fighting Forest Fires","Ralphson, G. Harvey (George Harvey)",1879,en,PZ
A Journey into the Interior of the Earth,"Verne, Jules",1828,en,PQ
The Gray Phantom's Return,"Landon, Herman",1882,en,PS
The Chalice Of Courage: A Romance of Colorado,"Brady, Cyrus Townsend",1861,en,PS
"Text books of art education, v. 2 of 7. Book II, Second Year","Froehlich, Hugo B.",1862,en,N
The Tour: A Story of Ancient Egypt,"Couperus, Louis",1863,en,PT
Stories of Old Kentucky,"Purcell, Martha C. Grassham, Mrs.",1867,en,F396
"Napoleon's Letters to Josephine, 1796-1812
For the First Time Collected and Translated, with Notes Social, Historical, and Chronological, from Contemporary Sources","Napoleon I, Emperor of the French",1769,en,DC
Widger's Quotations from Project Gutenberg Edition of The Confessions of Jean Jacques Rousseau,"Rousseau, Jean-Jacques",1712,en,PQ
Fantastic Fables,"Bierce, Ambrose",1842,en,PS
"The Spaniards in Florida
Comprising the Notable Settlement of the Huguenots in 1564, and the History and Antiquities of St. Augustine, Founded A.D. 1565","Fairbanks, George R. (George Rainsford)",1820,en,F206
The Cassowary; What Chanced in the Cleft Mountains,"Waterloo, Stanley",1846,en,PS
"Letters of Franz Liszt -- Volume 2
from Rome to the End","Liszt, Franz",1811,en,ML
By Trench and Trail in Song and Story,"Mackay, Angus",1864,en,PS
"Spencer's Philosophy of Science
The Herbert Spencer Lecture Delivered at the Museum 7 November, 1913","Morgan, C. Lloyd (Conwy Lloyd)",1852,en,Q
"Jemima Placid; or, The Advantage of Good-Nature","Kilner, Mary Ann",1753,en,PZ
In a Mysterious Way,"Warner, Anne",1869,en,PS
The Notorious Impostor (1692); Diego Redivivus (1692),"Settle, Elkanah",1648,en,PR
The Psychology of Beauty,"Howes, Ethel Puffer",1872,en,N
Sermons,"Lightfoot, J. B. (Joseph Barber)",1828,en,BX
Quick Action,"Chambers, Robert W. (Robert William)",1865,en,PS
"Theology and the Social Consciousness
A Study of the Relations of the Social Consciousness to Theology (2nd ed.)","King, Henry Churchill",1858,en,BR
Bungay Castle: A Novel. v. 1/2,"Bonhote, Mrs. (Elizabeth)",1744,en,PR
History of the Washington National Monument and of the Washington National Monument Society,"Harvey, Frederick L. (Frederick Loviad)",1856,en,F106
"The House of the Dead; or, Prison Life in Siberia
with an introduction by Julius Bramont","Dostoyevsky, Fyodor",1821,en,PG
"Peacock Pie, a Book of Rhymes","De la Mare, Walter",1873,en,PZ PR
The Hearth-Stone: Thoughts Upon Home-Life in Our Cities,"Osgood, Samuel",1812,en,BV
Watt's Songs Against Evil,"Watts, Isaac",1674,en,PZ
Watt's Songs Against Faults,"Watts, Isaac",1674,en,PZ
The Fairies and the Christmas Child,"Gask, Lilian",1865,en,PZ
The Wonders of Instinct: Chapters in the Psychology of Insects,"Fabre, Jean-Henri",1823,en,QL
"The pragmatic theory of truth as developed by Peirce, James, and Dewey","Geyer, Denton Loring",1884,en,B
Poems,"Shanks, Edward",1892,en,PR
Open Water,"Stringer, Arthur",1874,en,PS
"A Catalogue of Sculpture in the Department of Greek and Roman Antiquities, British Museum, Volume 1 (of 2)","Smith, A. H. (Arthur Hamilton)",1860,en,NB
Common Sense,"Paine, Thomas",1737,en,E201
"""That's me all over, Mable""","Streeter, Edward",1891,en,D501
A Man of Honor,"Eggleston, George Cary",1839,en,PS
"Psychical Miscellanea
Being Papers on Psychical Research, Telepathy, Hypnotism, Christian Science, etc.","Hill, J. Arthur (John Arthur)",1872,en,BF
"Secret History of the Court of England, from the Accession of George the Third to the Death of George the Fourth, Volume 1 (of 2)
Including, Among Other Important Matters, Full Particulars of the Mysterious Death of the Princess Charlotte","Hamilton, Anne, Lady",1766,en,DA
"Secret History of the Court of England, from the Accession of George the Third to the Death of George the Fourth, Volume 2 (of 2)
Including, Among Other Important Matters, Full Particulars of the Mysterious Death of the Princess Charlotte","Hamilton, Anne, Lady",1766,en,DA
"Pencil Sketches; or, Outlines of Character and Manners","Leslie, Eliza",1787,en,PS
The Later Life,"Couperus, Louis",1863,en,PT
The White Bees,"Van Dyke, Henry",1852,en,PS
The Cricket on the Hearth: A Fairy Tale of Home,"Dickens, Charles",1812,en,PR
The Coast of Adventure,"Bindloss, Harold",1866,en,PR
A Crooked Mile,"Onions, Oliver",1873,en,PR
The Island of Gold: A Sailor's Yarn,"Stables, Gordon",1840,en,PZ
"Through Magic Glasses and Other Lectures
A Sequel to The Fairyland of Science","Buckley, Arabella B. (Arabella Burton)",1840,en,Q
The Gates of Chance,"Sutphen, Van Tassel",1861,en,PS
Chance in Chains: A Story of Monte Carlo,"Thorne, Guy",1876,en,PR
Neuralgia and the Diseases that Resemble it,"Anstie, Francis Edmund",1833,en,RC
Voces Populi,"Anstey, F.",1856,en,PR
Denis Dent: A Novel,"Hornung, E. W. (Ernest William)",1866,en,PR
The Legend of the Glorious Adventures of Tyl Ulenspiegel in the land of Flanders and elsewhere,"Coster, Charles de",1827,en,PQ
Fridthjof's Saga; a Norse romance,"Tegnér, Esaias",1782,en,PT
An Occurrence at Owl Creek Bridge,"Bierce, Ambrose",1842,en,PS
The Fight for Constantinople: A Story of the Gallipoli Peninsula,"Westerman, Percy F. (Percy Francis)",1876,en,PZ
"Garden Design and Architects' Gardens
Two reviews, illustrated, to show, by actual examples from British gardens, that clipping and aligning trees to make them 'harmonise' with architecture is barbarous, needless, and inartistic","Robinson, W. (William)",1838,en,SB
The Story of Great Inventions,"Burns, Elmer Ellsworth",1868,en,T
"Christ in the Storm
No. 26","Mortimer, Favell Lee",1802,en,BS
Bill's School and Mine: A Collection of Essays on Education,"Franklin, William S. (William Suddards)",1863,en,LB
Search-Light Letters,"Grant, Robert",1852,en,PS
Jungle Peace,"Beebe, William",1877,en,QH
"Ocean to Ocean on Horseback
Being the Story of a Tour in the Saddle from the Atlantic to the Pacific; with Especial Reference to the Early History and Development of Cities and Towns Along the Route; and Regions Traversed Beyond the Mississippi; Together with Incidents, Anecdotes and Adventures of the Journey","Glazier, Willard W.",1841,en,E151
This Country of Ours,"Marshall, H. E. (Henrietta Elizabeth)",1867,en,E151
The Jew,"Kraszewski, Józef Ignacy",1812,en,PG
